,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
935,6,BANGLI,-1,100,0,1824,1,75,0,1999,2021-03-21,0,58,0,19,0,1922,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,898.53,33.71,20.285714285714285,9.12,0.42857142857142855,,3.75,-1.0,2
936,7,KLUNGKUNG,6,75,2,1394,0,45,8,1514,2021-03-21,0,19,0,40,8,1455,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,862.32,25.63,21.285714285714285,12.12,0.42857142857142855,28.33,2.97,7.0,7
937,8,KARANGASEM,-10,70,17,1484,0,79,7,1633,2021-03-21,0,23,1,159,6,1451,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,399.77,19.34,20.285714285714285,4.97,0.42857142857142855,27.31,4.84,-0.5,6
938,9,BULELENG,22,152,8,2487,0,112,30,2751,2021-03-21,0,41,0,24,30,2686,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,425.92,17.34,23.571428571428573,3.65,0.2857142857142857,25.42,4.07,3.2857142857142856,3
939,10,KABUPATEN LAINNYA,-1,108,1,328,0,4,0,440,2021-03-21,0,6,0,114,0,320,0,0,Kabupaten lainnya,,,,,,,,,,,,,15.714285714285714,,0.2857142857142857,,0.91,-1.0,0
940,1,JEMBRANA,-8,48,11,2031,0,72,3,2151,2021-03-22,0,26,0,64,3,2061,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,792.49,26.53,10.857142857142858,4.0,0.14285714285714285,,3.35,-0.9189189189189189,5
941,2,TABANAN,4,96,6,3809,0,133,10,4038,2021-03-22,0,23,0,146,10,3869,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,926.67,30.52,8.285714285714286,1.9,0.14285714285714285,,3.29,-0.6428571428571428,9
942,3,BADUNG,-1,277,30,6853,1,181,30,7311,2021-03-22,0,32,2,311,28,6968,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1188.49,29.42,12.571428571428571,2.04,0.14285714285714285,,2.48,inf,1
943,4,DENPASAR,-3,568,65,11128,1,235,63,11931,2021-03-22,0,53,7,727,56,11151,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1357.19,26.73,20.428571428571427,2.32,0.2857142857142857,,1.97,6.875,8
944,5,GIANYAR,0,4,15,4274,0,129,15,4407,2021-03-22,0,32,0,311,15,4064,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,890.79,26.07,21.571428571428573,4.36,0.2857142857142857,,2.93,1.1428571428571428,4
945,6,BANGLI,-8,92,20,1844,0,75,12,2011,2021-03-22,0,58,0,19,12,1934,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,903.93,33.71,19.0,8.54,0.2857142857142857,,3.73,-0.6,2
946,7,KLUNGKUNG,4,79,6,1400,0,45,10,1524,2021-03-22,0,19,1,41,9,1464,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,868.02,25.63,20.428571428571427,11.64,0.2857142857142857,28.37,2.95,inf,7
947,8,KARANGASEM,-4,66,3,1487,1,80,0,1633,2021-03-22,0,23,0,159,0,1451,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,399.77,19.58,20.0,4.9,0.42857142857142855,27.38,4.9,-1.0,6
948,9,BULELENG,3,155,15,2502,1,113,19,2770,2021-03-22,0,41,0,24,19,2705,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,428.86,17.5,21.285714285714285,3.3,0.5714285714285714,25.52,4.08,0.8999999999999999,3
949,10,KABUPATEN LAINNYA,-14,94,24,352,0,4,10,450,2021-03-22,0,6,0,114,10,330,0,0,Kabupaten lainnya,,,,,,,,,,,,,18.428571428571427,,0.42857142857142855,,0.89,-0.6666666666666667,0
950,1,JEMBRANA,0,48,1,2032,0,72,1,2152,2021-03-23,0,26,0,64,1,2062,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,792.86,26.53,9.571428571428571,3.53,0.2857142857142857,,3.35,-0.9841269841269842,5
951,2,TABANAN,14,110,4,3813,1,134,19,4057,2021-03-23,0,23,0,146,19,3888,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,931.03,30.75,10.142857142857142,2.33,0.42857142857142855,,3.3,0.2666666666666666,9
952,3,BADUNG,5,282,27,6880,3,184,35,7346,2021-03-23,0,32,0,311,35,7003,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1194.18,29.91,13.428571428571429,2.18,0.8571428571428571,,2.5,1.9166666666666665,1
953,4,DENPASAR,10,578,37,11165,3,238,50,11981,2021-03-23,0,53,8,735,42,11193,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1362.87,27.07,19.142857142857142,2.18,1.2857142857142858,,1.99,4.0,8
954,5,GIANYAR,-1,3,16,4290,0,129,15,4422,2021-03-23,0,32,0,311,15,4079,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,893.82,26.07,21.285714285714285,4.3,1.1428571428571428,,2.92,inf,4
955,6,BANGLI,4,96,17,1861,2,77,23,2034,2021-03-23,0,58,2,21,21,1955,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,914.26,34.61,21.857142857142858,9.82,1.2857142857142858,,3.79,0.21052631578947367,2
956,7,KLUNGKUNG,3,82,7,1407,1,46,11,1535,2021-03-23,0,19,3,44,8,1472,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,874.28,26.2,22.0,12.53,1.4285714285714286,28.73,3.0,0.10000000000000009,7
957,8,KARANGASEM,-13,53,17,1504,1,81,5,1638,2021-03-23,0,23,3,162,2,1453,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,400.99,19.83,22.571428571428573,5.53,1.5714285714285714,27.78,4.95,4.0,6
958,9,BULELENG,12,167,10,2512,1,114,23,2793,2021-03-23,1,42,0,24,22,2727,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,432.42,17.65,23.142857142857142,3.58,1.5714285714285714,25.91,4.08,0.21052631578947367,3
959,10,KABUPATEN LAINNYA,-1,93,1,353,0,4,0,450,2021-03-23,0,6,0,114,0,330,0,0,Kabupaten lainnya,,,,,,,,,,,,,18.142857142857142,,1.1428571428571428,,0.89,-1.0,0
960,1,JEMBRANA,5,53,2,2034,0,72,7,2159,2021-03-24,0,26,0,64,7,2069,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,795.44,26.53,12.0,4.42,0.7142857142857143,,3.33,-0.86,5
961,2,TABANAN,7,117,9,3822,2,136,18,4075,2021-03-24,0,23,2,148,16,3904,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,935.16,31.21,12.428571428571429,2.85,1.0,,3.34,0.19999999999999996,9
962,3,BADUNG,20,302,26,6906,2,186,48,7394,2021-03-24,0,32,6,317,42,7045,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1201.99,30.24,16.0,2.6,1.0,,2.52,1.0869565217391304,1
963,4,DENPASAR,2,580,50,11215,2,240,54,12035,2021-03-24,0,53,4,739,50,11243,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1369.02,27.3,22.142857142857142,2.52,1.1428571428571428,,1.99,3.909090909090909,8
964,5,GIANYAR,0,3,16,4306,0,129,16,4438,2021-03-24,0,32,2,313,14,4093,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,897.06,26.07,23.714285714285715,4.79,1.0,,2.91,2.2,4
965,6,BANGLI,-4,92,8,1869,2,79,6,2040,2021-03-24,0,58,0,21,6,1961,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,916.96,35.51,21.285714285714285,9.57,1.1428571428571428,,3.87,-0.7391304347826086,2
966,7,KLUNGKUNG,2,84,10,1417,0,46,12,1547,2021-03-24,0,19,3,47,9,1481,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,881.11,26.2,23.0,13.1,1.1428571428571428,29.01,2.97,inf,7
967,8,KARANGASEM,1,54,4,1508,1,82,6,1644,2021-03-24,0,23,3,165,3,1456,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,402.46,20.07,22.857142857142858,5.6,1.2857142857142858,28.09,4.99,-0.1428571428571429,6
968,9,BULELENG,17,184,3,2515,2,116,22,2815,2021-03-24,0,42,0,24,22,2749,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,435.83,17.96,23.428571428571427,3.63,1.2857142857142858,26.19,4.12,0.22222222222222232,3
969,10,KABUPATEN LAINNYA,-3,90,3,356,0,4,0,450,2021-03-24,0,6,0,114,0,330,0,0,Kabupaten lainnya,,,,,,,,,,,,,16.571428571428573,,1.0,,0.89,-1.0,0
970,1,JEMBRANA,-6,51,10,2047,0,72,4,2170,2021-03-26,0,26,0,65,4,2079,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,799.49,26.53,9.428571428571429,3.47,0.7142857142857143,,3.32,-0.9259259259259259,5
971,2,TABANAN,7,134,10,3843,0,139,17,4116,2021-03-26,0,23,2,152,15,3941,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,944.57,31.9,9.571428571428571,2.2,0.7142857142857143,,3.38,0.0625,9
972,3,BADUNG,29,353,21,6958,2,189,52,7500,2021-03-26,0,32,1,320,51,7148,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1219.22,30.72,16.142857142857142,2.62,0.7142857142857143,,2.52,7.666666666666666,1
973,4,DENPASAR,-41,583,81,11318,4,244,44,12145,2021-03-26,0,53,7,768,37,11324,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1381.53,27.76,20.714285714285715,2.36,1.2857142857142858,,2.01,2.6666666666666665,8
974,5,GIANYAR,0,3,7,4324,0,129,7,4456,2021-03-26,0,33,2,315,5,4108,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,900.7,26.07,20.857142857142858,4.22,1.1428571428571428,,2.89,0.16666666666666674,4
975,6,BANGLI,4,84,1,1887,0,79,5,2050,2021-03-26,0,58,1,22,4,1970,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,921.46,35.51,18.428571428571427,8.28,0.8571428571428571,,3.85,-0.7727272727272727,2
976,7,KLUNGKUNG,1,97,9,1431,0,46,10,1574,2021-03-26,0,19,1,51,9,1504,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,896.49,26.2,19.857142857142858,11.31,0.8571428571428571,29.24,2.92,inf,7
977,8,KARANGASEM,2,53,0,1509,0,84,2,1646,2021-03-26,0,23,0,165,2,1458,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,402.95,20.56,19.571428571428573,4.79,0.8571428571428571,28.39,5.1,-0.5,6
978,9,BULELENG,10,201,12,2537,0,116,22,2854,2021-03-26,0,42,0,24,22,2788,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,441.87,17.96,20.285714285714285,3.14,0.8571428571428571,26.4,4.06,0.2941176470588236,3
979,10,KABUPATEN LAINNYA,11,77,0,380,0,4,11,461,2021-03-26,1,7,4,118,6,336,0,0,Kabupaten lainnya,,,,,,,,,,,,,14.428571428571429,,0.5714285714285714,,0.87,-0.7884615384615384,0
980,1,JEMBRANA,-9,42,13,2060,0,72,4,2174,2021-03-27,0,26,1,66,3,2082,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,800.96,26.53,8.714285714285714,3.21,0.0,,3.31,-0.9090909090909091,5
981,1,JEMBRANA,-9,42,13,2060,0,72,4,2174,2021-03-27,0,26,1,66,3,2082,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,800.96,26.53,8.285714285714286,3.05,0.0,,3.31,-0.4285714285714286,5
982,2,TABANAN,7,141,7,3850,1,140,15,4131,2021-03-27,0,23,1,153,14,3955,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,948.01,32.13,9.714285714285714,2.23,0.14285714285714285,,3.39,2.0,9
983,2,TABANAN,7,141,7,3850,1,140,15,4131,2021-03-27,0,23,1,153,14,3955,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,948.01,32.13,10.428571428571429,2.39,0.2857142857142857,,3.39,0.5,9
984,3,BADUNG,-12,341,41,6999,1,190,30,7530,2021-03-27,0,32,0,320,30,7178,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1224.1,30.89,14.428571428571429,2.35,0.42857142857142855,,2.52,14.0,1
985,3,BADUNG,-12,341,41,6999,1,190,30,7530,2021-03-27,0,32,0,320,30,7178,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1224.1,30.89,15.571428571428571,2.53,0.5714285714285714,,2.52,0.36363636363636354,1
986,4,DENPASAR,21,604,23,11341,2,246,46,12191,2021-03-27,0,53,7,775,39,11363,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1386.76,27.98,20.571428571428573,2.34,0.8571428571428571,29.58,2.02,3.1818181818181817,8
987,4,DENPASAR,21,604,23,11341,2,246,46,12191,2021-03-27,0,53,7,775,39,11363,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1386.76,27.98,26.571428571428573,3.02,1.1428571428571428,29.79,2.02,10.5,8
988,5,GIANYAR,0,3,7,4331,0,129,7,4463,2021-03-27,0,33,1,316,6,4114,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,902.11,26.07,27.0,5.46,1.1428571428571428,29.72,2.89,0.75,4
989,5,GIANYAR,0,3,7,4331,0,129,7,4463,2021-03-27,0,33,1,316,6,4114,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,902.11,26.07,25.857142857142858,5.23,1.0,28.86,2.89,-0.5333333333333333,4
990,6,BANGLI,-2,82,6,1893,0,79,4,2054,2021-03-27,1,59,1,23,2,1972,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,923.25,35.51,24.285714285714285,10.92,0.8571428571428571,29.34,3.85,-0.7333333333333334,2
991,6,BANGLI,-2,82,6,1893,0,79,4,2054,2021-03-27,1,59,1,23,2,1972,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,923.25,35.51,20.571428571428573,9.25,0.7142857142857143,30.0,3.85,-0.8666666666666667,2
992,7,KLUNGKUNG,-2,95,7,1438,1,47,6,1580,2021-03-27,0,19,0,51,6,1510,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,899.91,26.77,17.142857142857142,9.76,0.7142857142857143,29.41,2.97,-0.8,7
993,7,KLUNGKUNG,-2,95,7,1438,1,47,6,1580,2021-03-27,0,19,0,51,6,1510,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,899.91,26.77,11.428571428571429,6.51,0.5714285714285714,29.24,2.97,-0.8695652173913043,7
994,8,KARANGASEM,3,56,5,1514,0,84,8,1654,2021-03-27,0,23,8,173,0,1458,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,404.91,20.56,6.0,1.47,0.2857142857142857,28.18,5.08,-0.8260869565217391,6
995,8,KARANGASEM,3,56,5,1514,0,84,8,1654,2021-03-27,0,23,8,173,0,1458,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,404.91,20.56,6.142857142857143,1.5,0.2857142857142857,27.39,5.08,0.1428571428571428,6
996,9,BULELENG,8,209,16,2553,0,116,24,2878,2021-03-27,0,42,0,24,24,2812,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,445.58,17.96,8.571428571428571,1.33,0.2857142857142857,26.23,4.03,2.4285714285714284,3
997,9,BULELENG,8,209,16,2553,0,116,24,2878,2021-03-27,0,42,0,24,24,2812,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,445.58,17.96,11.428571428571429,1.77,0.2857142857142857,23.73,4.03,5.0,3
998,10,KABUPATEN LAINNYA,1,78,0,380,0,4,1,462,2021-03-27,0,7,1,119,0,336,0,0,Kabupaten lainnya,,,,,,,,,,,,,11.0,,0.2857142857142857,,0.87,-0.75,0
999,10,KABUPATEN LAINNYA,1,78,0,380,0,4,1,462,2021-03-27,0,7,1,119,0,336,0,0,Kabupaten lainnya,,,,,,,,,,,,,10.285714285714286,,0.14285714285714285,,0.87,-0.8333333333333334,0
1000,1,JEMBRANA,-9,42,13,2060,0,72,4,2174,2021-03-27,0,26,1,66,3,2082,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,800.96,26.53,10.0,3.68,0.0,,3.31,-0.33333333333333337,5
1001,1,JEMBRANA,-9,42,13,2060,0,72,4,2174,2021-03-27,0,26,1,66,3,2082,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,800.96,26.53,9.428571428571429,3.47,0.0,,3.31,-0.5,5
1002,2,TABANAN,7,141,7,3850,1,140,15,4131,2021-03-27,0,23,1,153,14,3955,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,948.01,32.13,10.428571428571429,2.39,0.14285714285714285,,3.39,0.875,9
1003,2,TABANAN,7,141,7,3850,1,140,15,4131,2021-03-27,0,23,1,153,14,3955,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,948.01,32.13,9.142857142857142,2.1,0.2857142857142857,,3.39,-0.375,9
1004,3,BADUNG,-12,341,41,6999,1,190,30,7530,2021-03-27,0,32,0,320,30,7178,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1224.1,30.89,10.0,1.63,0.42857142857142855,,2.52,0.25,1
1005,3,BADUNG,-12,341,41,6999,1,190,30,7530,2021-03-27,0,32,0,320,30,7178,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1224.1,30.89,14.142857142857142,2.3,0.5714285714285714,,2.52,29.0,1
1006,4,DENPASAR,21,604,23,11341,2,246,46,12191,2021-03-27,0,53,7,775,39,11363,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1386.76,27.98,20.571428571428573,2.34,0.8571428571428571,29.58,2.02,45.0,8
1007,4,DENPASAR,21,604,23,11341,2,246,46,12191,2021-03-27,0,53,7,775,39,11363,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1386.76,27.98,26.571428571428573,3.02,1.1428571428571428,29.79,2.02,10.5,8
1008,5,GIANYAR,0,3,7,4331,0,129,7,4463,2021-03-27,0,33,1,316,6,4114,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,902.11,26.07,27.0,5.46,1.1428571428571428,29.72,2.89,0.75,4
1009,5,GIANYAR,0,3,7,4331,0,129,7,4463,2021-03-27,0,33,1,316,6,4114,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,902.11,26.07,25.857142857142858,5.23,1.0,28.86,2.89,-0.5333333333333333,4
1010,6,BANGLI,-2,82,6,1893,0,79,4,2054,2021-03-27,1,59,1,23,2,1972,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,923.25,35.51,24.285714285714285,10.92,0.8571428571428571,29.34,3.85,-0.7333333333333334,2
1011,6,BANGLI,-2,82,6,1893,0,79,4,2054,2021-03-27,1,59,1,23,2,1972,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,923.25,35.51,20.571428571428573,9.25,0.7142857142857143,30.0,3.85,-0.8666666666666667,2
1012,7,KLUNGKUNG,-2,95,7,1438,1,47,6,1580,2021-03-27,0,19,0,51,6,1510,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,899.91,26.77,17.142857142857142,9.76,0.7142857142857143,29.41,2.97,-0.8,7
1013,7,KLUNGKUNG,-2,95,7,1438,1,47,6,1580,2021-03-27,0,19,0,51,6,1510,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,899.91,26.77,11.428571428571429,6.51,0.5714285714285714,29.24,2.97,-0.8695652173913043,7
1014,8,KARANGASEM,3,56,5,1514,0,84,8,1654,2021-03-27,0,23,8,173,0,1458,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,404.91,20.56,6.0,1.47,0.2857142857142857,28.18,5.08,-0.8260869565217391,6
1015,8,KARANGASEM,3,56,5,1514,0,84,8,1654,2021-03-27,0,23,8,173,0,1458,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,404.91,20.56,6.142857142857143,1.5,0.2857142857142857,27.39,5.08,0.1428571428571428,6
1016,9,BULELENG,8,209,16,2553,0,116,24,2878,2021-03-27,0,42,0,24,24,2812,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,445.58,17.96,8.571428571428571,1.33,0.2857142857142857,26.23,4.03,2.4285714285714284,3
1017,9,BULELENG,8,209,16,2553,0,116,24,2878,2021-03-27,0,42,0,24,24,2812,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,445.58,17.96,11.428571428571429,1.77,0.2857142857142857,23.73,4.03,5.0,3
1018,10,KABUPATEN LAINNYA,1,78,0,380,0,4,1,462,2021-03-27,0,7,1,119,0,336,0,0,Kabupaten lainnya,,,,,,,,,,,,,11.0,,0.2857142857142857,,0.87,-0.75,0
1019,10,KABUPATEN LAINNYA,1,78,0,380,0,4,1,462,2021-03-27,0,7,1,119,0,336,0,0,Kabupaten lainnya,,,,,,,,,,,,,10.285714285714286,,0.14285714285714285,,0.87,-0.8333333333333334,0
1020,1,JEMBRANA,-4,38,10,2070,0,72,6,2180,2021-03-28,0,26,0,66,6,2088,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,803.17,26.53,10.285714285714286,3.79,0.0,,3.3,0.0,5
1021,2,TABANAN,-4,137,12,3862,2,142,10,4141,2021-03-28,0,23,0,153,10,3965,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,950.31,32.59,10.571428571428571,2.43,0.2857142857142857,,3.43,0.25,9
